,created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place,text
1772,Fri Jun 18 20:25:46 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @HighWireTalk: Former Pfizer VP and Virologist, Dr. Michael Yeadon, is one of the most credentialed medical professionals speaking out a…",0.166666667,0.166666667,en,1581,900,mhedge76,31,134,,,,,former pfizer vp and virologist  dr  michael yeadon  is one of the most credentialed medical professionals speaking out a 
1773,Fri Jun 18 20:25:54 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Min_IndServ: The #GC provided an update on #COVID19 and #Indigenous communities. 687 First Nations, Inuit and territorial communities a…",0.25,0.333333333,en,4,4,johangreg,3707,1522,,,,"Calgary, Alberta",the  gc provided an update on  covid19 and  indigenous communities  687 first nations  inuit and territorial communities a 
1774,Fri Jun 18 20:26:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#politics #religion #covid19 #coronavirus #vaccines #radiation #fukushima 
I found https://t.co/ruO9itByzC, used… https://t.co/6eVreVISBK",0,0,en,0,,johnny_weed,397,1560,FALSE,,,New York, politics  religion  covid19  coronavirus  vaccines  radiation  fukushima  i found   used   
1775,Fri Jun 18 20:26:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ay man just open everything up, let's natural selection take its course",0.05,0.45,en,0,,Kg_Nino,379,177,,,,Down South,ay man just open everything up  let s natural selection take its course
1776,Fri Jun 18 20:26:27 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TelGlobalHealth: ""Africa is in the midst of a full-blown third wave,"" @MoetiTshidi said. ""The sobering trajectory of surging cases shou…",0,0,en,281,255,jinxi_2,3969,4605,,,,Carolina Belle in Colorado, africa is in the midst of a full blown third wave     said   the sobering trajectory of surging cases shou 
1777,Fri Jun 18 20:26:32 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @aneikaangus: Hi Jamaica,

FYI Cuba- the smallest Latin America country has made 5 #covid19 vaccines.
Two are in the final stages of the…",0,1,en,1,1,RasBenjiMassop1,1732,1604,,,,,hi jamaica   fyi cuba  the smallest latin america country has made 5  covid19 vaccines  two are in the final stages of the 
1778,Fri Jun 18 20:26:40 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Tswana_Guy3: Digital Vibes is whyling now.,0,0,en,1,2,Sifistaz,904,2212,,,,South Africa,digital vibes is whyling now 
1779,Fri Jun 18 20:26:48 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @TelGlobalHealth: 🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen…",0,0,en,580,645,Katappa29249880,0,0,,,,, africa is  in the midst of a full blown third wave  of coronavirus  the head of   has warned  cases have risen 
1780,Fri Jun 18 20:26:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @PeterHotez: I think it’s important that we don’t sell COVAX short. It still has a lot going for it and is innovative in its design. But…,0.3,0.766666667,en,73,22,Kasia_HP,8175,5490,,,,"Las Vegas, NV",i think it s important that we don t sell covax short  it still has a lot going for it and is innovative in its design  but 
1781,Fri Jun 18 20:26:56 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @MSuzman: Promising news from the @Gavi #COVAX AMC Summit as they have exceeded today’s fundraising target. This means more people in lo…,0.35,0.5,en,1096,140,MichaelJ341,159,435,,,,"Dallas, TX",promising news from the    covax amc summit as they have exceeded today s fundraising target  this means more people in lo 
1782,Fri Jun 18 20:27:11 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @NathanStall: 👇👇👇

""People are free to believe that #COVID19 is a hoax, and to argue that vaccines are a plot...but there is no constitu…",0.4,0.8,en,215,48,BrianMacDonald5,603,2689,,,,Toronto Ontario,      people are free to believe that  covid19 is a hoax  and to argue that vaccines are a plot   but there is no constitu 
1783,Fri Jun 18 20:27:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @HealthZA: 18 June 2022 latest number of #COVID19 statistics in South Africa #CoronaVirusSA                              https://t.co/of…,0.5,0.9,en,40,36,vaccinateallorg,3,89,,,,,18 june 2022 latest number of  covid19 statistics in south africa  coronavirussa                               
1784,Fri Jun 18 20:27:19 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @WHO: The @ACTAccelerator, an unprecedented global alliance to develop &amp; deliver the tests, treatments &amp; vaccines the 🌐 needs to fight #…",0.3,0.45,en,3966,747,MichaelJ341,159,435,,,,"Dallas, TX",the    an unprecedented global alliance to develop  amp  deliver the tests  treatments  amp  vaccines the   needs to fight   
1785,Fri Jun 18 20:28:01 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",How many days before it is upon us? 60? 90? We're still below 5% fully vaccinated &amp; some 16% partly vaccinated.… https://t.co/nUJXhzcsdM,0.5,0.5,en,0,,HesperusThinks,388,848,,,,,how many days before it is upon us  60  90  we re still below 5  fully vaccinated  amp  some 16  partly vaccinated    
1786,Fri Jun 18 20:28:16 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SivaThambisetty: This is happening now. We knew this was coming and have had months to scale up production. 

It's very difficult not t…",-0.65,1,en,10,7,grumpeoldman,5544,247,,,,"Bombay, India",this is happening now  we knew this was coming and have had months to scale up production    it s very difficult not t 
1787,Fri Jun 18 20:28:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CDCgov: You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14…",-0.0625,0.25,en,151,95,Cyngee01,67,317,,,,,you can get a  covid19 vaccine and other vaccines  including flu and shingles  at the same visit  you no longer need to wait 14 
1788,Fri Jun 18 20:28:25 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Of the 1.3 tn they want to borrow only, 2 bn is for vaccines. Uganda etama.",0,1,en,0,,ewaewa90,268,817,,,,"Kampala, Uganda",of the 1 3 tn they want to borrow only  2 bn is for vaccines  uganda etama 
1789,Fri Jun 18 20:28:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @CDCDirector: I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine n…",0.644444444,0.911111111,en,813,270,chinwind1,426,126,,,,Melbourne Australia,i m pleased to welcome the  wecandothis bus to atlanta today  remember  there are 3 easy ways to find a  covid19 vaccine n 
1790,Fri Jun 18 20:28:56 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@HHSGov Secretary @XavierBecerra speaking to the work we have done, and the work we have left to continue fighting… https://t.co/9nVG1VttE1",0,0,en,0,,stridechc,691,819,FALSE,,,Colorado,  secretary   speaking to the work we have done  and the work we have left to continue fighting   
1791,Fri Jun 18 20:29:00 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @NYCMayor: 8,911,332 doses of #COVID19 vaccine have been administered citywide, including:

• 4,630,909 first doses
• 3,900,158 second d…",0.125,0.166666667,en,4,1,MWhalan,3998,4998,,,,Kiama,8 911 332 doses of  covid19 vaccine have been administered citywide  including     4 630 909 first doses   3 900 158 second d 
1792,Fri Jun 18 20:29:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @MoetiTshidi: Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urg…,0.175,0.275,en,136,120,JustSxbs,488,413,,,,"FUCK ISRAEL, FREE PALESTINE",africa is in the midst of a full blown third wave  the sobering trajectory of surging cases should rouse everyone into urg 
1793,Fri Jun 18 20:29:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @globalhlthtwit: Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate re…",0.133333333,0.455555556,en,399,194,UkSophism,3745,4803,,,,,dr moeti is head of who in africa  and one of the best public health experts and leaders i know  hers is a desperate re 
1794,Fri Jun 18 20:29:08 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @AnitaZaidi: On International Women’s Day, join me in celebrating some of the inspiring women who made #COVID19 vaccines possible. Know…",0.166666667,0.666666667,en,1621,275,MichaelJ341,159,435,,,,"Dallas, TX",on international women s day  join me in celebrating some of the inspiring women who made  covid19 vaccines possible  know 
1795,Fri Jun 18 20:29:11 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @IsraelMFA: Israel will deliver more than a million doses of #COVID19 vaccines to the Palestinian Authority to help it fight the corona…,0.5,0.5,en,450,182,egrrienemr,940,779,,,,Scotland,israel will deliver more than a million doses of  covid19 vaccines to the palestinian authority to help it fight the corona 
1796,Fri Jun 18 20:29:12 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @itranslate123: @AIPAC Will aipac tell the world that Israel has SOLD EXPIRED vaccines to Palestinians, which could have been disastrous…",0,0,en,27,31,InsightfulW0rds,11,29,,,,,  will aipac tell the world that israel has sold expired vaccines to palestinians  which could have been disastrous 
1797,Fri Jun 18 20:29:20 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @BogochIsaac: Ontario administered 205,062 #COVID19 vaccines so far today. 84% were 2nd doses.

Thousands of people are essential in mak…",0.033333333,0.433333333,en,3251,210,ApplythePeppa,711,1264,,,,,ontario administered 205 062  covid19 vaccines so far today  84  were 2nd doses   thousands of people are essential in mak 
1798,Fri Jun 18 20:29:22 +0000 2021,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>","RT @BogochIsaac: Ontario administered 205,062 #COVID19 vaccines so far today. 84% were 2nd doses.

Thousands of people are essential in mak…",0.033333333,0.433333333,en,3251,211,viralvideovlogs,6856,4582,,,,കേരളം,ontario administered 205 062  covid19 vaccines so far today  84  were 2nd doses   thousands of people are essential in mak 
1799,Fri Jun 18 20:29:30 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @globalhlthtwit: Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate re…",0.133333333,0.455555556,en,399,195,burdish,1585,5000,,,,,dr moeti is head of who in africa  and one of the best public health experts and leaders i know  hers is a desperate re 
1800,Fri Jun 18 20:29:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @MoetiTshidi: Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urg…,0.175,0.275,en,136,121,awasim04,77,121,,,,"Kolkata, India",africa is in the midst of a full blown third wave  the sobering trajectory of surging cases should rouse everyone into urg 
1801,Fri Jun 18 20:29:58 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @QuizzicalGirl: Please do your research first if you read or see something about vaccines or #covid19 that sounds unusual.

Spreading di…",0.225,0.666666667,en,20,17,hwilliams0085,955,2006,,,,Northern California,please do your research first if you read or see something about vaccines or  covid19 that sounds unusual   spreading di 
1802,Fri Jun 18 20:30:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SKyriakidesEU: The timely delivery of #COVID19 vaccines is crucial. 

I welcome today’s decision by the Belgian Court of First Instance…",0.35,0.744444444,en,241,100,JuanBI15,69,129,,,,,the timely delivery of  covid19 vaccines is crucial    i welcome today s decision by the belgian court of first instance 
1803,Fri Jun 18 20:30:18 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @HighWireTalk: DIRTY DEEDS  New Mask Study’s Dirty Secret; Rock Stars Rebel!; Rise in Chronic Illness; Covid Vaccine Injury Puts Ahmed’s…,-0.390909091,0.688636364,en,478,285,mhedge76,31,134,,,,,dirty deeds  new mask study s dirty secret  rock stars rebel   rise in chronic illness  covid vaccine injury puts ahmed s 
1804,Fri Jun 18 20:30:19 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","FREE COVID-19 VACCINES:

Riverside will be hosting a #COVID19 vaccine clinic on Saturday, June 19 &amp; 20th from 10 am… https://t.co/6x1IxzDQo7",0.2,0.4,en,0,,riverside,2611,975,FALSE,,,Eastern Virginia,free covid 19 vaccines   riverside will be hosting a  covid19 vaccine clinic on saturday  june 19  amp  20th from 10 am   
1805,Fri Jun 18 20:30:35 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ShelterBox: Families who have been displaced from their homes have even less protection against #covid19. #Africa is on the brink of a…,-0.166666667,0.066666667,en,6,5,Communist23,2073,5003,,,,,families who have been displaced from their homes have even less protection against  covid19   africa is on the brink of a 
1806,Fri Jun 18 20:31:07 +0000 2021,"<a href=""https://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","Covid-19: why Brazil could have purchased and reserved vaccines even before sanitary agency approval, according to… https://t.co/gtD8O1dh6N",0,0,en,0,,AllBrPolitics,225,106,FALSE,,,Brazil,covid 19  why brazil could have purchased and reserved vaccines even before sanitary agency approval  according to   
1807,Fri Jun 18 20:31:24 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@TeeterBuilt @TysonJWhite @FoxInSahara @BLAIMGame @muosabkhalaf @mehdirhasan Israel will deliver more than a millio… https://t.co/qergHsIWbD,0.5,0.5,en,0,,DerekMcLellan2,138,848,FALSE,,,"Glasgow, Scotland",            israel will deliver more than a millio   
