,created_at,source,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,location,clean_text
3036,Fri Jun 18 23:04:10 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.05952380952380953,0.18253968253968253,en,2.0,1.0,__Irish_Eyes__,463,802,,"[{'text': 'Covid19', 'indices': [98, 106]}]",[],"Dublin City, Ireland",gemma odoherti disturb spike vaer report fatal post rollout vaccin covid19 full video outsid four court today 18062021 httpstcobj50wevbkv httpstcogkqul3czyh
3037,Fri Jun 18 23:04:21 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",-0.2364583333333333,0.3375,en,484.0,196.0,Stuart4747,92,193,,"[{'text': 'COVID19', 'indices': [49, 57]}]",[],UK,israel deliv million dose covid19 vaccin palestinian author help fight corona pandem the 1st deliveri consist 100000 vaccin transfer pa friday afternoon bitunia cross httpstco7m3lwwr1j9
3038,Fri Jun 18 23:04:30 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3333333333333333,0.3333333333333333,en,,,jdM273,647,990,,,,,nan
3039,Fri Jun 18 23:04:31 +0000 2021,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>",0.5083333333333333,0.7833333333333333,en,0.0,1.0,viralvideovlogs,6855,4580,,"[{'text': 'COVID19', 'indices': [157, 165]}, {'text': 'Lies', 'indices': [166, 171]}, {'text': 'CORRUPTION', 'indices': [172, 183]}, {'text': 'Control', 'indices': [184, 192]}]",[],കേരളം,the avg age c19 mortal equal avg age life expect most us need vaccin none us need vaccin passport covid19 lie corrupt control
3040,Fri Jun 18 23:04:39 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3.7007434154171876e-17,0.6333333333333334,en,245.0,87.0,KetoMattMan,388,565,,[],"[{'screen_name': 'fordnation', 'name': 'Doug Ford', 'id': 2809959174, 'id_str': '2809959174', 'indices': [171, 182]}]",Earth,new york fulli open michigan fulli open june 22 and québec much along ontario as neighbour move time us follow fordnat open ontario 100 drop mask mandat
3041,Fri Jun 18 23:04:42 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.13333333333333333,0.4555555555555556,en,465.0,298.0,24TrueToneTenor,915,1702,,,,Huntsville AL+Hattiesburg MS ,nan
3042,Fri Jun 18 23:04:50 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.1,0.4,en,10.0,4.0,yoIssa,152,223,,"[{'text': 'COVID19', 'indices': [134, 142]}, {'text': 'GetVaccinated', 'indices': [218, 232]}]",[],"California, USA",5 month ago road deliv million vaccin american seem incred long fast forward todaywev achiev 300m covid19 vaccin administ sinc the futur bright dont wait getvaccin take part progress
3043,Fri Jun 18 23:05:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.11666666666666665,0.45,en,465.0,300.0,tiramisuvwxyz,537,440,,,,Malaysia,nan
3044,Fri Jun 18 23:05:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",-0.05,0.25166666666666665,en,465.0,301.0,OzerAlternative,838,395,,,,"Telling decision-makers what they need to know, not what they want to hear. Istanbul | Islamabad | London | Globe-trotter |",nan
3045,Fri Jun 18 23:05:49 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,en,466.0,302.0,doescrack,612,174,,,,New York ,nan
3046,Fri Jun 18 23:05:58 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0.0,0.0,en,1.0,1.0,curmudgeon_girl,1216,1283,,"[{'text': 'GetVaccinated', 'indices': [212, 226]}]",[],Land of Enchantment,here way virus continu deadli path they infect mani peopl mutat differ variant infect peopl if dont vaccin will find getvaccin
3047,Fri Jun 18 23:06:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.11666666666666665,0.45,en,467.0,303.0,Farishakamiliaa,207,163,,,,home,nan
3048,Fri Jun 18 23:06:34 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3375,0.725,en,,,RamboRecon,82,104,,,,YouTube/Twitch - RamboRecon,nan
3049,Fri Jun 18 23:06:39 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.028125,0.35,en,249.0,88.0,FYATHYRIO,205,497,,[],"[{'screen_name': 'fordnation', 'name': 'Doug Ford', 'id': 2809959174, 'id_str': '2809959174', 'indices': [171, 182]}]",,new york fulli open michigan fulli open june 22 and québec much along ontario as neighbour move time us follow fordnat open ontario 100 drop mask mandat httpstcofqwn8jq7sd
3050,Fri Jun 18 23:06:51 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.1,0.4,en,32.0,5.0,myself_oh_again,820,1012,,[],"[{'screen_name': 'IanAbNe', 'name': 'Ian', 'id': 1089975417061208065, 'id_str': '1089975417061208065', 'indices': [0, 8]}, {'screen_name': '21WIRE', 'name': 'Patrick Henningsen', 'id': 16936686, 'id_str': '16936686', 'indices': [9, 16]}, {'screen_name': 'British_Airways', 'name': 'British Airways', 'id': 18332190, 'id_str': '18332190', 'indices': [17, 33]}, {'screen_name': 'kmacbean123', 'name': 'EyesOpen', 'id': 2700131429, 'id_str': '2700131429', 'indices': [34, 46]}]",💔,ianabn 21wire british_airway kmacbean123 if pilot recent vaccin suffici test experiment covid19 vaccin everi passeng busi what two pilot plane becom unwel get stroke fli
3051,Fri Jun 18 23:07:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0.5083333333333333,0.7833333333333333,en,,,PuneUpdater,88,0,,,,,nan
3052,Fri Jun 18 23:07:22 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0.0,0.1,en,250.0,89.0,FC52308,73,235,,[],"[{'screen_name': 'fordnation', 'name': 'Doug Ford', 'id': 2809959174, 'id_str': '2809959174', 'indices': [171, 182]}]",,new york fulli open michigan fulli open june 22 and québec much along ontario as neighbour move time us follow fordnat open ontario 100 drop mask mandat
3053,Fri Jun 18 23:07:39 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.0,0.0,en,468.0,304.0,Lulu88451834,49,239,,,,Earth. ,nan
3054,Fri Jun 18 23:07:44 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.015151515151515154,0.2606060606060606,en,597.0,671.0,ak2webd3,3659,5007,,[],"[{'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [81, 89]}, {'screen_name': 'jriggers', 'name': 'Jennifer Rigby', 'id': 174663886, 'id_str': '174663886', 'indices': [209, 218]}]","Bay Area, California",africa midst fullblown third wave coronaviru head whoafro warn case risen across contin 20 death also risen 15 last week jrigger report httpstcocrdhqphfwm
3055,Fri Jun 18 23:07:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.09375,0.28125,en,291.0,267.0,ak2webd3,3659,5007,,[],"[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [53, 65]}]","Bay Area, California",africa midst fullblown third wave moetitshidi said the sober trajectori surg case draw everyon urgent action weve seen india elsewher quickli covid19 rebound overwhelm health system httpstcocemrzeidyr
3056,Fri Jun 18 23:07:57 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.125,0.325,en,,,RPat360,2016,1314,,,,,nan
3057,Fri Jun 18 23:08:06 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.09375,0.28125,en,107.0,94.0,debra_gill,31,343,,"[{'text': 'COVID19', 'indices': [107, 115]}, {'text': 'Africa', 'indices': [125, 132]}]","[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [137, 149]}]",,africa need million dose amp curb third wave in midst third wave covid19 case africa dr moetitshidi call muchneed covid19 vaccin dose critic time httpstcokudpxpqq22
3058,Fri Jun 18 23:08:07 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.16666666666666666,0.16666666666666666,en,1.0,1.0,CoCHCs,1292,226,,"[{'text': 'COVID19', 'indices': [119, 127]}, {'text': 'powerthecomeback', 'indices': [223, 240]}, {'text': 'CoCHCs', 'indices': [241, 248]}, {'text': 'ValueCHCs', 'indices': [249, 259]}]","[{'screen_name': 'HHSGov', 'name': 'HHS.gov', 'id': 44783853, 'id_str': '44783853', 'indices': [0, 7]}, {'screen_name': 'XavierBecerra', 'name': 'Xavier Becerra', 'id': 565469671, 'id_str': '565469671', 'indices': [18, 32]}]",Denver,hhsgov secretari xavierbecerra speak work done work left continu fight covid19 pandem vaccin vaccin access advocaci latinx commun beyond powerthecomeback cochc valuechc httpstcos5fuozsesi
3059,Fri Jun 18 23:08:08 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3375,0.725,en,171.0,139.0,ak2webd3,3659,5007,,"[{'text': 'COVID19', 'indices': [187, 195]}]",[],"Bay Area, California",africa midst full blown third wave the sober trajectori surg case rous everyon urgent action weve seen india elsewher quickli covid19 rebound overwhelm health system
3060,Fri Jun 18 23:08:14 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3375,0.725,en,107.0,95.0,ak2webd3,3659,5007,,"[{'text': 'COVID19', 'indices': [107, 115]}, {'text': 'Africa', 'indices': [125, 132]}]","[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [137, 149]}]","Bay Area, California",africa need million dose amp curb third wave in midst third wave covid19 case africa dr moetitshidi call muchneed covid19 vaccin dose critic time httpstcokudpxpqq22
3061,Fri Jun 18 23:08:34 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.375,0.875,en,47.0,32.0,piyush__s,13,109,,"[{'text': 'COVID19', 'indices': [80, 88]}, {'text': 'vaccination', 'indices': [89, 101]}]",[],Graveyard,as i tweet b4 african leader rightli charg global respons covid19 vaccin amp econom recoveri hord vaccin amp cash rich nation despit abil pay vax africa allow purchas enough 06 peopl
3062,Fri Jun 18 23:08:38 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.375,0.875,en,253.0,90.0,RamboRecon,82,104,,[],"[{'screen_name': 'fordnation', 'name': 'Doug Ford', 'id': 2809959174, 'id_str': '2809959174', 'indices': [171, 182]}]",YouTube/Twitch - RamboRecon,new york fulli open michigan fulli open june 22 and québec much along ontario as neighbour move time us follow fordnat open ontario 100 drop mask mandat
3063,Fri Jun 18 23:08:39 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.6,en,469.0,305.0,Old_Gumpy,489,676,,,,,nan
3064,Fri Jun 18 23:08:44 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.125,0.25,en,4.0,4.0,TamukaKagoro77,24405,4133,,"[{'text': 'Africa', 'indices': [105, 112]}, {'text': 'COVID19', 'indices': [245, 253]}]","[{'screen_name': 'TamukaKagoro77', 'name': 'Brian Tamuka Kagoro', 'id': 57595007, 'id_str': '57595007', 'indices': [194, 209]}]",Africa,we cant build economi health sector sector without foundat confid amp belief africa africansindigenizafrica africa indigen knowledg advoc speak tamukakagoro77 africa homegrown solut covid19 watchhttpstcofddgjzcivw
3065,Fri Jun 18 23:08:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.16767676767676767,0.5181818181818182,en,141.0,12.0,Empress22223,164,455,,"[{'text': 'COVID19', 'indices': [103, 111]}]","[{'screen_name': 'HSELive', 'name': 'HSE Ireland', 'id': 69298376, 'id_str': '69298376', 'indices': [267, 275]}]",,everi day suppli allow vaccin see benefit were 44 posit covid19 inpati hospit 15 icu 21 hospit one case less huge credit public support amp take vaccin hseliv
3066,Fri Jun 18 23:09:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3375,0.725,en,32.0,35.0,santafeez,18345,17543,,"[{'text': 'ThisisIsrael', 'indices': [211, 224]}]","[{'screen_name': 'AIPAC', 'name': 'AIPAC', 'id': 15987296, 'id_str': '15987296', 'indices': [0, 6]}]",United States ,aipac will aipac tell world israel sold expir vaccin palestinian could disastr palestinian make covid19 crisi far wors lead palestinian death thisisisrael httpstcowtpn9xmsv
3067,Fri Jun 18 23:09:03 +0000 2021,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",-0.11666666666666665,0.45,en,,,HC_Finance,18948,1742,,,,United States,nan
3068,Fri Jun 18 23:09:06 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.1,0.325,en,,,daricperval79,564,826,,,,CUBA,nan
3069,Fri Jun 18 23:09:22 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.05,0.15,en,202.0,116.0,catelizlouise,2803,4962,,[],"[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [224, 236]}]","Victoria, Australia",the greatest polit failur gener million die germani uk want preserv patent vaccin develop 97 fund taxpay even az make profit africa moetitshidi
3070,Fri Jun 18 23:09:23 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.028125,0.35,en,146.0,13.0,alankellylabour,19730,2195,,"[{'text': 'COVID19', 'indices': [103, 111]}]","[{'screen_name': 'HSELive', 'name': 'HSE Ireland', 'id': 69298376, 'id_str': '69298376', 'indices': [267, 275]}]",Tipperary ,everi day suppli allow vaccin see benefit were 44 posit covid19 inpati hospit 15 icu 21 hospit one case less huge credit public support amp take vaccin hseliv
3071,Fri Jun 18 23:09:31 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.1,0.1,en,470.0,305.0,_omardinho,329,270,,,,M4NCH3STER,nan
3072,Fri Jun 18 23:09:34 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",-0.3909090909090909,0.6886363636363637,en,658.0,78.0,LibDanielleJ,1602,1000,,"[{'text': 'covid19', 'indices': [264, 272]}]",[],Wurundjeri Lands,let take moment week thank scientist after theyv led us pandem without wouldnt test insight vaccin keep us safer in world that often hostil scienc show support covid19
3073,Fri Jun 18 23:09:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.0,en,5.0,6.0,TamukaKagoro77,24405,4133,,"[{'text': 'Africa', 'indices': [167, 174]}, {'text': 'COVID19', 'indices': [200, 208]}]","[{'screen_name': 'TamukaKagoro77', 'name': 'Brian Tamuka Kagoro', 'id': 57595007, 'id_str': '57595007', 'indices': [226, 241]}]",Africa,rose ssali writer publish amp tradit medicin advoc view embrac amp develop tradit medicin could core find africa homegrown solut covid19 she spoke tamukakagoro77 take lookhttpstcotensxvucsp httpstcoehkrbkzn6m
3074,Fri Jun 18 23:09:49 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.16666666666666666,0.18888888888888888,en,16.0,17.0,TamukaKagoro77,24405,4133,,"[{'text': 'Africa', 'indices': [241, 248]}, {'text': 'COVID19', 'indices': [272, 280]}]","[{'screen_name': 'JNkengasong', 'name': 'John Nkengasong', 'id': 2187155450, 'id_str': '2187155450', 'indices': [193, 205]}, {'screen_name': 'AfricaCDC', 'name': 'Africa CDC', 'id': 3149176301, 'id_str': '3149176301', 'indices': [206, 216]}, {'screen_name': 'TamukaKagoro77', 'name': 'Brian Tamuka Kagoro', 'id': 57595007, 'id_str': '57595007', 'indices': [222, 237]}]",Africa,human right must center respons it import even enforc lockdown must peoplecent manner cant beat peopl submiss jnkengasong africacdc tamukakagoro77 africa homegrown solut covid19 httpstcojy8coo4xvt
3075,Fri Jun 18 23:10:00 +0000 2021,"<a href=""http://example.com"" rel=""nofollow"">carpediemwinnrz</a>",0.1958333333333333,0.2875,en,1.0,3.0,carpediemwinnrz,297,1,,"[{'text': 'COVID19', 'indices': [132, 140]}, {'text': 'VaccinateJA', 'indices': [141, 153]}, {'text': 'Jamaica', 'indices': [154, 162]}, {'text': 'RJRBTH', 'indices': [163, 170]}]","[{'screen_name': 'djmillerJA', 'name': 'Dionne JacksonMiller', 'id': 73107660, 'id_str': '73107660', 'indices': [107, 118]}, {'screen_name': 'christufton', 'name': 'Dr. Chris Tufton', 'id': 48520212, 'id_str': '48520212', 'indices': [119, 131]}]",,juli 6 12 week date got vaccin april 13 last date blitz vaccin djmillerja christufton covid19 vaccinateja jamaica rjrbth
3076,Fri Jun 18 23:10:04 +0000 2021,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",0.1875,0.425,en,0.0,1.0,SupplyChainSN,1990,1842,,"[{'text': 'COVID19', 'indices': [4, 12]}, {'text': 'PopulationHealth', 'indices': [88, 105]}, {'text': 'Nurses4HIT', 'indices': [106, 117]}]",[],,the covid19 vaccin neither experiment danger judg say rule populationhealth nurses4hit httpstcocvch4ygg9
3077,Fri Jun 18 23:10:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.0,en,4.0,4.0,TamukaKagoro77,24405,4133,,"[{'text': 'Africa', 'indices': [205, 212]}, {'text': 'COVID19', 'indices': [236, 244]}]","[{'screen_name': 'TamukaKagoro77', 'name': 'Brian Tamuka Kagoro', 'id': 57595007, 'id_str': '57595007', 'indices': [186, 201]}]",Africa,we see leader emerg we find young peopl come solut dont choic see thing may seen rose ssali tamukakagoro77 africa homegrown solut covid19 full clip httpstcotensxvucsp httpstcodxx0kvjfk2
3078,Fri Jun 18 23:10:08 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.05,0.15,en,1151.0,819.0,airy_breeze,125,398,,"[{'text': 'COVID19', 'indices': [74, 82]}, {'text': 'UnrestrictedBioweapon', 'indices': [263, 285]}]",[],,presid biden made clear amp power statement investig covid19 g7 communiqu chang world attitud ccp china ccp pretend help amp promot vaccin but world wont listen china peopl see result unrestrictedbioweapon
3079,Fri Jun 18 23:10:19 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.24318181818181814,0.5022727272727273,en,,,TraderStef,8594,1413,,,,Live Free or Die - NH USA,nan
3080,Fri Jun 18 23:10:22 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.0,0.0,en,,,FredHoefert,151,1242,,,,USA,nan
3081,Fri Jun 18 23:10:25 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.0,en,2.0,2.0,TamukaKagoro77,24405,4133,,"[{'text': 'Africa', 'indices': [57, 64]}, {'text': 'COVID19', 'indices': [90, 98]}]","[{'screen_name': 'JNkengasong', 'name': 'John Nkengasong', 'id': 2187155450, 'id_str': '2187155450', 'indices': [4, 16]}, {'screen_name': 'TamukaKagoro77', 'name': 'Brian Tamuka Kagoro', 'id': 57595007, 'id_str': '57595007', 'indices': [38, 53]}, {'screen_name': 'AfricaCDC', 'name': 'Africa CDC', 'id': 3149176301, 'id_str': '3149176301', 'indices': [125, 135]}]",Africa,dr jnkengasong interview tamukakagoro77 africa homegrown solut covid19 outlin 4 key area africacdc advanc amp need partnership make happen collabor commun center full clip httpstcoprqbrzhxa httpstcoftcztjzkk9
3082,Fri Jun 18 23:10:29 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.375,0.5,en,484.0,197.0,RMarcelo79,67,225,,"[{'text': 'COVID19', 'indices': [49, 57]}]",[],Paraguay,israel deliv million dose covid19 vaccin palestinian author help fight corona pandem the 1st deliveri consist 100000 vaccin transfer pa friday afternoon bitunia cross httpstco7m3lwwr1j9
3083,Fri Jun 18 23:10:31 +0000 2021,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>",0.06666666666666668,0.3333333333333333,en,484.0,198.0,viralvideovlogs,6855,4580,,"[{'text': 'COVID19', 'indices': [49, 57]}]",[],കേരളം,israel deliv million dose covid19 vaccin palestinian author help fight corona pandem the 1st deliveri consist 100000 vaccin transfer pa friday afternoon bitunia cross httpstco7m3lwwr1j9
3084,Fri Jun 18 23:10:51 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.06666666666666668,0.3333333333333333,en,1.0,1.0,andrew_hough,5932,1481,,"[{'text': 'saparli', 'indices': [171, 179]}, {'text': 'Covid19', 'indices': [180, 188]}, {'text': 'TheAdvertiser', 'indices': [189, 203]}]","[{'screen_name': 'marshall_steven', 'name': 'Steven Marshall, MP', 'id': 93818188, 'id_str': '93818188', 'indices': [88, 104]}]",#Adelaide via #London/ FleetSt,the demand vaccin rise week chang advic astrazeneca marshall_steven believ adelaid excel base manufactur plant saparli covid19 theadvertis httpstcojmkwewlnsa
3085,Fri Jun 18 23:10:53 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.033333333333333305,0.4,en,6.0,5.0,TamukaKagoro77,24405,4133,,"[{'text': 'COVID19', 'indices': [48, 56]}, {'text': 'Africa', 'indices': [93, 100]}]","[{'screen_name': 'AfricaCDC', 'name': 'Africa CDC', 'id': 3149176301, 'id_str': '3149176301', 'indices': [16, 26]}, {'screen_name': 'TamukaKagoro77', 'name': 'Brian Tamuka Kagoro', 'id': 57595007, 'id_str': '57595007', 'indices': [267, 282]}]",Africa,dr nkengasong africacdc director note covid19 present import opportun africa with african countri produc test kit amp ppe possibl decreas depend china basic thing could tamukakagoro77 httpstco9pjmtajkk
3086,Fri Jun 18 23:10:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.035,0.5616666666666666,en,24.0,12.0,SJW_ForAll,7521,7561,,[],[],Illinois✈Wherever✈Worldwide 🌍,if live rich western world perhap pick prefer vaccin hope win one lotteri set reduc vaccin hesit might impress pandem close think httpstcox8zaakxxik
3087,Fri Jun 18 23:10:59 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.0,0.0,en,256.0,108.0,claraeugenia27,833,1017,,"[{'text': 'COVID19', 'indices': [23, 31]}, {'text': 'AstraZeneca', 'indices': [130, 142]}]",[],Bruselas,the time deliveri covid19 vaccin crucial i welcom today decis belgian court first instanc order astrazeneca urgent deliv 50 million dose follow 15 million dose 26 juli 20 million 23 august 15 million 27 septemb
3088,Fri Jun 18 23:11:10 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.0,en,955.0,538.0,SJW_ForAll,7521,7561,,"[{'text': 'COVID19', 'indices': [80, 88]}]","[{'screen_name': 'DailyMonitor', 'name': 'Daily Monitor', 'id': 35697740, 'id_str': '35697740', 'indices': [257, 270]}]",Illinois✈Wherever✈Worldwide 🌍,we die ugandan need world stand we need oxygen ppe covid19 vaccin money pay overstretch health worker world need oxygen failur kill 30 covid patient mulago httpstcoo1k0iugf6z via dailymonitor
3089,Fri Jun 18 23:11:14 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,en,174.0,118.0,wadakashiho,5839,5013,,"[{'text': 'COVID19', 'indices': [14, 22]}]",[],JAPAN,you get covid19 vaccin vaccin includ flu shingl visit you longer need wait 14 day vaccin side effect vaccin given alon togeth more vaccin time httpstcobv3mn5xdl httpstcorwrrzhkdeg
3090,Fri Jun 18 23:11:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.15833333333333335,0.15,en,57.0,16.0,ricmontg,3755,4986,,"[{'text': 'Covid19', 'indices': [61, 69]}]","[{'screen_name': 'NicolaSturgeon', 'name': 'Nicola Sturgeon', 'id': 160952087, 'id_str': '160952087', 'indices': [1, 16]}]","Glasgow, Scotland",nicolasturgeon report wherea around 13 posit covid19 case end hospit begin year around 5 thi show vaccin effect
3091,Fri Jun 18 23:11:23 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.0,0.0,en,177.0,155.0,timmyjhoe,324,596,,[],[],Nigeria,i think put covid19 vaccin insid alcohol allow alcohol sale half countri would vaccin friday httpstco6sfywdafct
3092,Fri Jun 18 23:11:29 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.1,0.75,en,,,asbeteferi,16,98,,,,Ethiopia,nan
3093,Fri Jun 18 23:11:32 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.0,en,4.0,7.0,TamukaKagoro77,24405,4133,,"[{'text': 'COVID19', 'indices': [218, 226]}]","[{'screen_name': 'AfricaCDC', 'name': 'Africa CDC', 'id': 3149176301, 'id_str': '3149176301', 'indices': [181, 191]}, {'screen_name': 'TamukaKagoro77', 'name': 'Brian Tamuka Kagoro', 'id': 57595007, 'id_str': '57595007', 'indices': [232, 247]}]",Africa,pandem never defeat sole social measur they defeat 3 thing right diagnost right treatment amp right vaccinesdr john nkengasong africacdc homegrown solut covid19 tamukakagoro77 full cliphttpstcomodyu0nh5g httpstcog5irulsyd6
3094,Fri Jun 18 23:11:48 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.11666666666666665,0.45,en,20.0,26.0,Rajanik58915087,1428,1508,,"[{'text': 'Feminists', 'indices': [13, 23]}, {'text': 'Commies', 'indices': [24, 32]}, {'text': 'Feminism', 'indices': [89, 98]}, {'text': 'taxpayers', 'indices': [106, 116]}, {'text': 'Feminazis', 'indices': [189, 199]}]",[],,pay feminist commi dont pay vaccin thi hub spread femin onli taxpay given free medic help includ vaccin never feminazi otherwis give skew report say women covid affect
3095,Fri Jun 18 23:11:58 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.0,0.0,en,97.0,57.0,wadakashiho,5839,5013,,"[{'text': 'COVID19', 'indices': [15, 23]}]","[{'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [54, 61]}]",JAPAN,how know covid19 vaccin safe cdc amp us_fda safeti monitor system make sure everi vaccin safe possibl one system vaer record advers event patient doctor signal potenti safeti issu more httpstcoxse61xdkc httpstcomeregynkpk
